PZN;Artikelname;DF;PM;PE;Herstellerk¸rzel;Lager;Bestand;EK;EEK;AVK;VK;EVK;Preisaktion;AP;Kalkulationsmodell;AM;DC;MP;LM;KM
761704;ANIS PYRIT;TAB;80;St;WELED;ja;1;11,35;10,39;19,95;19,99;19,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2830585;ANTI BRUMM FORTE PUMPZERST;;150;ml;HERME;ja;8;14,67;11,56;19,10;19,40;19,10;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
2830579;ANTI BRUMM FORTE PUMPZERST;;75;ml;HERME;ja;10;8,92;7,02;11,60;11,80;11,60;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
16084430;ANTI BRUMM KIDS;LOE;75;ml;HERME;ja;1;8,77;8,63;11,60;11,60;11,60;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
2830556;ANTI BRUMM NATUREL PUMPZER;;75;ml;HERME;ja;5;8,92;7,02;11,60;11,80;11,60;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
8011227;ANTIBESCHLAGTUCH;;10;St;;ja;8;3,56;3,56;7,45;6,45;7,45;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
4972510;ANTIFUNGOL HEXAL CREME;CRE;25;g;HEXAL;ja;1;2,86;1,61;5,50;5,51;5,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2312;ANTISTAX EXTRA VENENTABL;FTA;30;St;A. NA;ja;4;12,65;10,06;21,95;21,99;21,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2335;ANTISTAX EXTRA VENENTABL;FTA;60;St;A. NA;ja;5;25,13;19,98;40,95;40,97;40,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8913131;ANTISTAX FRISCH GEL;GEL;125;ml;A. NA;ja;1;8,95;7,87;14,05;0,00;14,05;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
10347319;ANTISTAX VENENCREME;CRE;100;g;A. NA;ja;2;10,78;10,78;18,95;18,98;18,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9301252;ANZIEHHILF KOMPR STR STAND;;1;St;BERTR;ja;1;14,80;14,16;21,85;0,00;21,85;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9301275;ANZIEHHILF KOMPR STR WEIT;;1;St;BERTR;ja;1;14,80;14,29;42,00;0,00;42,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
84882;APIS BELLADONNA GLOB VELAT;GLO;20;g;WALA;ja;1;6,16;5,11;11,50;11,51;11,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2890618;APIS MELLIFICA C30;GLO;10;g;DHU;ja;4;5,98;4,00;10,95;11,17;10,95;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2800992;APIS MELLIFICA D12;GLO;10;g;DHU;ja;5;5,72;4,00;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4307043;APM CREME;CRE;60;ml;WILL;ja;1;6,72;6,57;13,75;13,75;13,75;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
12893960;APODAY HEI BEER+VITC+ZI+MA;PUL;10X10;g;WEPA;ja;0;2,65;1,79;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
11694371;APODAY HEISS SALB+HON C+ZI;PUL;10X10;g;WEPA;ja;4;2,65;1,86;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
4821053;APODAY HEISSE ZITR C+CA ZF;PUL;10X10;g;WEPA;ja;3;2,65;1,75;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
4821030;APODAY HEISSE ZITR VIT C;PUL;10X10;g;WEPA;ja;10;2,65;1,86;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
10415564;APODAY HEISSER W APF VIT C;PUL;10X10;g;WEPA;ja;0;2,65;2,08;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
7588249;APODAY INGWER+HONIG+VIT C;PUL;10X10;g;WEPA;ja;0;2,65;2,17;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
17438870;APODAY ZINK HOLUNDER+VIT C;PUL;10X10;g;WEPA;ja;1;2,65;1,86;2,50;3,19;2,50;;0,00;;nein;Nein;Nein;ja;Nein
149423;APOLINE AUGENB PINZ 9CM VG;;1;St;WEPA;ja;1;6,35;6,05;10,45;10,49;10,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149498;APOLINE BABYSCHERE 8CM VC;;1;St;WEPA;ja;1;11,15;9,73;16,45;16,49;16,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149475;APOLINE HAUTSCH TURM9CM VC;;1;St;WEPA;ja;1;11,35;9,47;17,45;17,49;17,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149469;APOLINE HAUTSCHERE 9CM VC;;1;St;WEPA;ja;1;11,05;7,92;16,45;16,49;16,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149506;APOLINE HAUTZANGE A10CM VC;;1;St;WEPA;ja;2;15,00;10,76;21,95;21,99;21,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149452;APOLINE KOMBISCHERE 9CM VC;;1;St;WEPA;ja;1;11,35;10,08;16,45;16,49;16,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149713;APOLINE MITESS ENT SCHL RF;;1;St;WEPA;ja;1;4,40;3,65;6,99;6,99;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
149601;APOLINE NAGELFEI GE17CM VC;;1;St;WEPA;ja;1;4,15;3,60;5,95;5,99;5,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
10055350;APOLINE NAGELFEI GL OR14CM;;1;St;WEPA;ja;2;5,25;3,99;7,45;7,49;7,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
10055373;APOLINE NAGELFEI GL PI14CM;;1;St;WEPA;ja;2;5,25;3,99;7,45;7,49;7,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149676;APOLINE NAGELFEI GL TR14CM;;1;St;WEPA;ja;1;5,25;4,74;7,45;7,49;7,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149558;APOLINE NAGELFEI SA10CM VC;;1;St;WEPA;ja;1;2,55;1,84;3,45;3,49;3,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149570;APOLINE NAGELFEI SA13CM VC;;1;St;WEPA;ja;1;2,80;2,71;3,95;3,99;3,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149593;APOLINE NAGELFEI SA15CM VC;;1;St;WEPA;ja;1;3,00;2,49;4,45;4,49;4,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149481;APOLINE NAGELSCH LI 9CM VC;;1;St;WEPA;ja;1;13,65;9,72;20,95;20,99;20,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149446;APOLINE NAGELSCH MIC9CM VC;;1;St;WEPA;ja;0;11,50;10,80;16,45;16,49;16,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149541;APOLINE NAGELZA PF 12CM VC;;1;St;WEPA;ja;0;20,35;16,91;28,95;28,99;28,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149392;APOLINE PINZETTE GER8CM VC;;1;St;WEPA;ja;1;3,25;2,87;5,45;5,49;5,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149400;APOLINE PINZETTE RUN8CM VC;;1;St;WEPA;ja;2;3,25;2,32;5,45;5,49;5,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149417;APOLINE PINZETTE SCH8CM VC;;1;St;WEPA;ja;0;3,25;2,64;5,45;5,49;5,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
149386;APOLINE PINZETTE SPI8CM VC;;1;St;WEPA;ja;1;3,25;3,02;5,45;5,49;5,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
10040578;APONORM FIEBERTHER BASIC;;1;St;WEPA;ja;0;1,55;0,99;3,15;3,15;3,15;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
1174802;APONORM FIEBERTHER EASY;;1;St;WEPA;ja;3;1,95;1,37;3,30;3,30;3,30;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
1174825;APONORM FIEBERTHER FLEXIB;;1;St;WEPA;ja;1;3,90;3,03;5,95;5,95;5,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
1174831;APONORM FIEBERTHER SENSITI;;1;St;WEPA;ja;2;5,65;3,96;7,45;7,45;7,45;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
13659829;APONORM FIEBERTHER STIRN 4;;1;ST;WEPA;ja;2;30,50;19,47;39,95;39,95;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2726362;APONORM GLASFEILE GRO BLAU;;1;St;WEPA;ja;1;5,61;0,00;6,75;6,75;0,00;;0,00;;nein;Nein;Nein;keine Angabe;Nein
3675170;APONORM MED FL DRU AUS STO;;1;St;WEPA;ja;10;0,73;0,49;1,29;0,00;1,29;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
3675201;APONORM MED FL KDR VERSCHL;;1;St;WEPA;ja;20;0,12;0,10;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538343;APONORM SCHRAUBD DOSE 100G;;1;St;WEPA;ja;59;0,50;0,36;1,20;0,00;1,20;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538283;APONORM SCHRAUBD DOSE 10G;;1;St;WEPA;ja;25;0,20;0,17;0,50;0,00;0,50;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538372;APONORM SCHRAUBD DOSE 200G;;1;St;WEPA;ja;0;0,86;0,00;2,05;0,00;2,05;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538308;APONORM SCHRAUBD DOSE 20G;;1;St;WEPA;ja;70;0,25;0,25;0,60;0,00;0,60;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538395;APONORM SCHRAUBD DOSE 300G;;1;St;WEPA;ja;6;1,23;0,94;2,95;0,00;2,95;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
3732904;APONORM SCHRAUBD DOSE 30G;;1;St;WEPA;ja;25;0,26;0,19;0,60;0,00;0,60;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538403;APONORM SCHRAUBD DOSE 500G;;1;St;WEPA;ja;14;1,99;0,00;4,75;0,00;4,75;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538320;APONORM SCHRAUBD DOSE 50G;;1;St;WEPA;ja;73;0,31;0,24;0,75;0,00;0,75;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538277;APONORM SCHRAUBD DOSE 5G;;1;St;WEPA;ja;20;0,22;0,20;0,50;0,00;0,50;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538337;APONORM SCHRAUBD DOSE 75G;;1;St;WEPA;ja;37;0,48;0,38;1,15;0,00;1,15;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538426;APONORM SCHRAUBD DOSE1000G;;1;St;WEPA;ja;2;3,23;2,47;7,70;0,00;7,70;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
3675193;APONORM TROPFFL KDR VERSCH;;1;St;WEPA;ja;10;0,13;0,09;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
10414659;APOTHEKER IMHO ARNI SCHM S;FLU;200;ml;SANPH;ja;1;14,50;13,91;18,95;18,95;18,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10414665;APOTHEKER IMHO ARNI SCHM S;FLU;500;ml;SANPH;ja;1;30,95;30,74;38,95;38,95;38,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3921924;APOTHEKERS LIPPENBALSAM;BAL;1;St;PFLEG;ja;1;2,49;2,39;3,65;3,69;3,65;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
8000175;APOTHEKERS RAT;LIQ;200;ML;;ja;2;0,00;3,99;6,65;0,00;6,65;;0,00;;keine Angabe;Keine Angabe;Keine Angabe;;
126451;APP KINDERSALBE;SAL;100;g;BECKM;ja;1;9,38;9,08;13,95;13,95;13,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
15349;APRIKOSENKERNOEL BIO;XPK;100;ml;PRIMA;ja;1;8,72;7,77;14,90;14,90;14,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3291877;AQUA BIDEST PLASTIK;INF;1000;ml;SERAG;ja;1;4,54;4,37;8,45;8,48;8,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8200626;AQUA DEST FL. LEER, WEPA;;1;L;;ja;2;0,00;0,00;1,02;0,00;1,02;;0,00;;keine Angabe;Keine Angabe;Keine Angabe;;
795287;AQUALIBRA;FTA;60;St;MEDAR;ja;3;14,39;13,16;24,45;24,49;24,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4204343;ARALIA RACEM D 6;GLO;10;g;DHU;ja;1;6,26;4,91;11,70;11,70;11,70;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
39404;ARGANOEL BIO;XPK;30;ml;PRIMA;ja;1;6,38;5,61;10,90;10,90;10,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
2801023;ARGENTUM NITR D12;GLO;10;g;DHU;ja;1;5,72;5,38;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2890587;ARNICA C200;GLO;10;g;DHU;ja;1;10,73;9,69;18,90;18,90;18,90;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2801069;ARNICA C30;GLO;10;g;DHU;ja;11;5,98;4,19;10,95;11,17;10,95;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1758443;ARNICA D 6;GLO;10;g;DHU;ja;10;5,72;4,00;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2110230;ARNICA D12;GLO;10;g;DHU;ja;19;5,72;4,00;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1758466;ARNICA D30;GLO;10;g;DHU;ja;1;5,98;5,65;10,95;11,17;10,95;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4837485;ARNICA SALBE N;SAL;50;g;DHU;ja;1;5,62;5,05;10,50;10,50;10,50;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
70880;ARNIKA ESSENZ;ESS;50;ml;WELED;ja;1;8,69;8,25;14,95;14,99;14,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2198147;ARNIKA SALBE;SAL;30;g;WALA;ja;1;5,30;4,73;9,90;9,90;9,90;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6888050;ARNIKA SALBE 10%;SAL;25;g;WELED;ja;1;5,79;5,79;9,95;9,99;9,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1572106;ARNIKA SALBE 30%;SAL;25;g;WELED;ja;2;5,79;3,94;9,95;9,99;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
15742233;AROMA VERNEBLER FUNNY FRIE;;1;St;PRIMA;ja;0;44,38;0,00;79,90;79,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
545231;AROMASTREAM ERSATZFILTER;;1;St;TAOAS;ja;2;1,85;1,85;2,75;2,75;2,75;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;keine Angabe;Keine Angabe
13888056;AROMASTREAM ERSATZVLIES;;1;St;PRIMA;ja;2;2,87;2,00;4,90;4,90;4,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
13346800;AROMASTREAM TO GO VLIESE;;1;St;PRIMA;ja;1;4,04;3,28;6,90;6,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
8002984;AROMATHERAPIE F‹R EINSTEIGER;;1;St;PRIMA;ja;1;5,35;5,35;7,99;7,99;0,00;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
4945335;ARONAL OEKO F KINDER;ZBU;1;St;CP GA;ja;1;2,10;1,78;3,00;2,99;3,00;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Nein
4945364;ARONAL WECHSP F KINDER;ZBU;1;St;CP GA;ja;1;1,62;1,43;2,29;2,49;2,29;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Nein
7301383;ARONIA 100% DIREKTSAFT BIO;SAF;500;ml;AURIC;ja;1;5,97;4,87;9,95;9,95;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Keine Angabe
2890469;ARSENICUM ALB C30;GLO;10;g;DHU;ja;1;5,98;5,61;10,95;11,17;10,95;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1758673;ARSENICUM ALB D12;GLO;10;g;DHU;ja;1;5,72;5,50;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4348183;ARTELAC;ATR;10;ml;MANN;ja;3;4,53;3,10;7,85;8,46;7,85;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4348208;ARTELAC;ATR;3X10;ml;MANN;ja;3;11,33;7,43;17,90;19,96;17,90;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12436056;ARTELAC COMPLETE MDO;ATR;10;ml;MANN;ja;3;11,17;8,12;16,95;17,95;16,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
2726184;ARTELAC EDO;ATR;10X0.6;ml;MANN;ja;7;4,81;3,24;8,25;8,98;8,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
7706996;ARTELAC SPLASH EDO;ATR;10X0.5;ml;MANN;ja;13;5,56;3,76;8,25;8,95;8,25;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
7707004;ARTELAC SPLASH EDO;ATR;30X0.5;ml;MANN;ja;5;11,61;10,55;18,65;18,65;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
7707027;ARTELAC SPLASH MDO;ATR;1X10;ml;MANN;ja;1;9,93;7,62;14,95;15,95;14,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
6885382;ARTHREX SCHMERZGEL;GEL;100;g;1APHA;ja;1;4,60;4,03;8,55;8,59;8,55;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2134443;ASCHE BASIS CREME;CRE;100;ml;ASCHC;ja;1;9,98;9,57;17,55;17,58;17,55;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
8917057;ASKINA STICK;STI;1;St;B. BR;ja;1;3,00;2,24;3,45;0,00;3,45;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
9892916;ASPECTON HUSTENSAFT;SAF;200;ml;HERME;ja;1;8,86;8,40;15,60;15,60;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
9892879;ASPECTON HUSTENTROPFEN;TEI;30;ml;HERME;ja;1;5,32;5,20;9,90;9,94;9,90;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9892885;ASPECTON HUSTENTROPFEN;TEI;50;ml;HERME;ja;2;7,17;5,54;13,40;13,40;13,40;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8722767;ASPIRATIONSKAN 2.0X30;KAN;1;St;B. BR;ja;1;0,28;0,20;0,45;0,00;0,45;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10203603;ASPIRIN 500MG UEBERZ TABL;UTA;20;St;BAYSE;ja;7;4,38;3,57;7,95;8,19;7,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10203595;ASPIRIN 500MG UEBERZ TABL;UTA;8;St;BAYSE;ja;4;2,07;1,72;3,95;3,99;3,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3227112;ASPIRIN COMPLEX BEUTEL;GSE;10;St;BAYSE;ja;14;5,88;4,82;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4114918;ASPIRIN COMPLEX BEUTEL;GSE;20;St;BAYSE;ja;14;10,21;6,89;17,95;17,98;17,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16781643;ASPIRIN COMPLEX GRAN-STICK;GRA;10;St;BAYSE;ja;10;6,94;5,98;12,97;12,97;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4356248;ASPIRIN DIREKT;KTA;10;St;BAYSE;ja;1;3,62;3,08;6,95;6,97;6,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4356254;ASPIRIN DIREKT;KTA;20;St;BAYSE;ja;0;6,30;5,32;11,75;11,77;11,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1405147;ASPIRIN EFFECT;GRA;10;St;BAYSE;ja;2;3,62;2,63;6,95;6,97;6,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1406632;ASPIRIN PLUS C;BTA;10;St;BAYSE;ja;32;4,27;2,87;7,95;7,97;7,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1894063;ASPIRIN PLUS C;BTA;20;St;BAYSE;ja;11;7,11;5,78;12,95;13,28;12,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3464237;ASPIRIN PLUS C;BTA;40;St;BAYSE;ja;1;12,48;8,50;21,75;21,79;21,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6706155;ASPIRIN PROTECT 100MG;TMR;98;St;BAYER;ja;1;7,38;6,73;13,70;13,73;13,70;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
14036711;ASPIRIN SINUCOMPLEX 500/30;GSE;10;St;BAYSE;ja;0;5,88;4,85;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16384540;ASS 100;TAB;100;St;ZENTI;ja;3;1,44;1,39;2,77;2,77;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
16384534;ASS 100;TAB;50;St;ZENTI;ja;1;0,99;0,97;1,98;1,98;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
6312077;ASS 100 1A PHARMA TAH;TAB;100;St;1APHA;ja;78;1,49;0,95;2,85;2,87;2,85;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
7402210;ASS 100 HEXAL;TAB;100;St;HEXAL;ja;29;2,47;1,97;4,75;4,76;4,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11481830;ASS ABZ 100MG TAH TABL;TAB;100;ST;ABZ;ja;4;1,68;1,52;3,20;3,24;3,20;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1696794;ASS ABZ PROTECT 100 MG;TMR;100;St;ABZ;ja;2;2,20;1,54;4,20;4,24;4,20;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3024202;ASS AL 100 TAH;TAB;100;St;ALIUD;ja;28;1,68;0,77;3,20;3,24;3,20;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
149989;ASS AL PROTECT 100MG;TMR;100;St;ALIUD;ja;3;2,07;1,27;3,95;3,99;3,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9064651;ASS DEXCEL 100MG TABLETTEN;TAB;100;St;DEXCE;ja;4;1,48;1,36;2,85;2,86;2,85;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9318809;ASS DEXCEL PROTECT 100MG;TMR;100;St;DEXCE;ja;3;1,80;1,48;3,45;3,47;3,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1343682;ASS RATIOPHARM 100MG TAH;TAB;100;St;RATIO;ja;20;2,58;1,44;4,55;4,97;4,55;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3416422;ASS RATIOPHARM 500MG;TAB;100;St;RATIO;ja;2;6,15;3,36;11,50;11,50;11,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3403885;ASS RATIOPHARM 500MG;TAB;30;St;RATIO;ja;6;3,04;1,81;3,95;5,85;3,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
